2025-05-25T19:07:56.790Z,instagram.com
2025-05-25T19:12:30.668Z,youtube.com
2025-05-25T19:14:02.415Z,facebook.com
2025-05-27T17:56:06.913Z,facebook.com
2025-05-29T21:22:14.892Z,facebook.com
2025-05-29T21:32:40.984Z,instagram.com
2025-05-30T02:37:12.390Z,cetinebrarkadir.com
2025-05-30T17:08:42.880Z,youtube.com
2025-05-30T17:12:20.267Z,instagram.com
2025-05-30T17:13:22.733Z,instagram.com
2025-05-30T17:15:24.458Z,instagram.com
2025-05-30T17:16:03.794Z,facebook.com
2025-05-30T17:23:07.175Z,cetinsigorta.com
2025-05-30T17:24:05.296Z,linkedin.com
2025-05-30T17:25:26.447Z,https://www.linkedin.com/feed/
2025-05-30T17:26:22.269Z,https://www.yemeksepeti.com/
2025-05-30T17:28:00.678Z,mcetinsigorta.com
2025-05-30T17:29:19.836Z,netflix.com
2025-05-30T17:30:07.155Z,https://www.netflix.com/tr/
2025-05-30T17:33:40.667Z,cetinebrarkadir.com
2025-05-31T18:49:33.865Z,youtube.com
2025-06-01T16:57:48.681Z,https://chatgpt.com
2025-06-01T17:01:39.484Z,instagram.com
2025-06-02T01:23:00.647Z,facebook.com
